CHG CODE,CHG CODE DESC,PRICE,AS OF DATE
11536,PLACENTA RMVL TRAY  ,29,3/26/2020
11544,URETHERAL DIL. TRAY ,51,3/26/2020
11577,LIFE CARE IV PUMP ST,46,3/26/2020
11619,C-SPINE 2-3 V       ,450,3/26/2020
11627,"ALBUMIN,SERUM       ",76,3/26/2020
11635,CAST SHU SM         ,45,3/26/2020
11643,SPINAL ANESTHESIA   ,69,3/26/2020
11650,VENOCATH 14         ,8,3/26/2020
11668,VEIN STRIPPER       ,18,3/26/2020
11676,OUTPATIENT AB       ,900,3/26/2020
11692,NOZ-STOP            ,52,3/26/2020
11742,SITZ BATH DISP.     ,11,3/26/2020
11759,VAG. INSTR. TRAY P/U,31,3/26/2020
11775,7UP MANO. SET 3488BP,11,3/26/2020
11783,VENO PRESSURE TRAY  ,46,3/26/2020
11817,24 HR HOLTER SCAN   ,600,3/26/2020
11833,DISPOZABAG MEDIUM   ,10,3/26/2020
11841,CVP MANOMETER (ABB) ,33,3/26/2020
11866,DILANTIN            ,151,3/26/2020
11874,LAPAROSCOPE         ,1500,3/26/2020
11890,"URINE STRAINER, DISP",4,3/26/2020
11924,TESTOSTERONE  TOTAL ,371,3/26/2020
11932,A-1 ANTITRYPSIN     ,238,3/26/2020
11940,ALPHA FETO PROT TUMO,195,3/26/2020
11957,CALCITONIN          ,119,3/26/2020
11965,AMINOPHYLLIN - THEOP,235,3/26/2020
12039,"CYSTOGRAM, OR       ",800,3/26/2020
12047,EEG                 ,1400,3/26/2020
12054,PERI-AIRE SPRAY CLNR,9,3/26/2020
12062,SATIN-SKIN          ,9,3/26/2020
12070,FORMULA MAGIC       ,7,3/26/2020
12443,ALDOSTERONE         ,567,3/26/2020
12450,AMOEBA ANTIBODIES   ,187,3/26/2020
12476,THYROGLOBULIN       ,151,3/26/2020
12518,CARBAMAZEPINE/TEG   ,199,3/26/2020
12542,COPPER              ,174,3/26/2020
12591,ESTRIOL BY RIA      ,266,3/26/2020
12609,"ESTROGENS, TOTAL    ",376,3/26/2020
12658,FSH BY RIA          ,217,3/26/2020
12682,GASTRIN BY RIA      ,237,3/26/2020
12773,LEUAMPEP (LAP)      ,116,3/26/2020
12781,LH BY RIA           ,219,3/26/2020
12815,METANEPHRINES       ,189,3/26/2020
12856,OXALATE             ,186,3/26/2020
12898,PROLACTIN           ,409,3/26/2020
12906,RENIN               ,248,3/26/2020
12922,TESTOSTERONE FREE   ,262,3/26/2020
12930,"ZINC, SERUM         ",87,3/26/2020
12948,"ZINC, URINE         ",128,3/26/2020
12971,GROSS/MICRO LEVEL IV,58,3/26/2020
13045,INVALID CUSHION DISP,17,3/26/2020
13052,ICE BAG UNIVERSAL SM,14,3/26/2020
13078,SPLINT COCKUP       ,74,3/26/2020
13128,THYSTIM HORM TSH    ,146,3/26/2020
13136,FERRITIN            ,199,3/26/2020
13169,OR LOCAL RM 1-30 MIN,800,3/26/2020
13177,OR LOCAL R ADD 15 MN,400,3/26/2020
13243,PT EVALUATION       ,133,3/26/2020
13250,"RIBS, BILATERAL 3 V ",580,3/26/2020
13268,LEG LT 1VW-TIBIA-FIB,350,3/26/2020
13276,HUMERUS LT 1 VW     ,400,3/26/2020
13284,ARMBOARD SLEEVE DISP,3,3/26/2020
13292,2X2 2 PK STER       ,3,3/26/2020
13318,4X4 12PLY 2 PK      ,3,3/26/2020
13342,OB PACK             ,177,3/26/2020
13359,URINE SPEC. CUPS STR,3,3/26/2020
13391,ASEPTO SYRINGE T/H  ,61,3/26/2020
13417,IRRIG NACL HNG 1000 ,31,3/26/2020
13425,BOVIE CORD-PENCL ASP,12,3/26/2020
13433,RENAL PUNCTURE TRAY ,46,3/26/2020
13441,PPD SKIN TEST       ,62,3/26/2020
13466,UNDERPADS 5/PKG     ,7,3/26/2020
13482,SYRINGE DISP 20CC   ,4,3/26/2020
13490,AMNIHOOK CS014      ,7,3/26/2020
13508,T-BINDER DISP       ,3,3/26/2020
13516,BETADINE SWAB STICK ,3,3/26/2020
13524,"RESTRAINT, 2 STOCKIN",4,3/26/2020
13532,"MONTGOMERY STRAP,PKG",7,3/26/2020
13557,BABY OIL C135       ,8,3/26/2020
13581,SYR. CATH. TIP 2 OZ ,4,3/26/2020
13599,LAP SHEET DISP      ,73,3/26/2020
13607,DRAPE SHEET 1/2     ,25,3/26/2020
13615,4X4 RAY TEC 10/TRAY ,7,3/26/2020
13623,4X4 SPONGES 10/TRAY ,4,3/26/2020
13631,LUKI ASP. TUBE      ,23,3/26/2020
13649,CORD CLAMP          ,4,3/26/2020
13656,COTTON BALL 6/PK P/U,3,3/26/2020
13664,RONDIC SPONGES 6/PK ,3,3/26/2020
13672,CONNECTOR 5 IN 1    ,9,3/26/2020
13680,KNEE DRESS LNG/SM   ,99,3/26/2020
13698,KNEE DRESS SHT/SM   ,74,3/26/2020
13706,4X4 1/4 CAN  P/U    ,3,3/26/2020
13714,SUCTION CATH KIT    ,7,3/26/2020
13748,SPLINT CONVOL TRACT ,122,3/26/2020
13771,IV START PAK OP SITE,9,3/26/2020
13797,DIAPERS PREMMIE     ,28,3/26/2020
13805,CULTURE TUBE SWUBE  ,4,3/26/2020
13813,INFANT AIRWAY       ,4,3/26/2020
13821,"SPLINT KIT, FINGER  ",4,3/26/2020
13847,STRESS TEST         ,750,3/26/2020
13862,SHAVE CREAM         ,6,3/26/2020
13870,"RAZOR, DISP GOOD NEW",4,3/26/2020
13888,DEODORANT PERSONAL  ,4,3/26/2020
13896,BABY POWDER C140    ,4,3/26/2020
13904,MOUTH WASH          ,4,3/26/2020
13912,"TAPE, DERMACLEAR 1/2",4,3/26/2020
13920,"COBAN BANDAGE 4""    ",12,3/26/2020
13946,CONNECT. TUBE 6FT   ,9,3/26/2020
13953,"FLOTATION PAD, RT/DY",10,3/26/2020
13961,"LEVELING PAD, FOAM  ",35,3/26/2020
13987,GAYMAR UNIT RT./DAY ,7,3/26/2020
13995,"SIGMOIDOSCOPE,      ",11,3/26/2020
14019,EMESIS BASIN        ,3,3/26/2020
14035,IPPB CIRCUIT        ,14,3/26/2020
14043,AEROSOL TUBING 6'   ,7,3/26/2020
14050,O2 CONNECT. TUBING  ,6,3/26/2020
14076,MSK 02 W/TUBING     ,8,3/26/2020
14084,SPIROCARE FLOWTUBE  ,15,3/26/2020
14100,HUMIDIFIER KIT      ,23,3/26/2020
14118,"MASK, VENTURI  ADULT",13,3/26/2020
14126,"MASK, AEROSOL ADULT ",4,3/26/2020
14142,"MASK, NON REBREATHE ",14,3/26/2020
14159,"MASK, PEDIATRIC 02  ",8,3/26/2020
14167,"MASK, TRACHEOSTOMY  ",9,3/26/2020
14175,HEATED VAP. EACH    ,35,3/26/2020
14183,COOL VAP. EACH      ,66,3/26/2020
14191,MASK IPPB SM ADULT  ,17,3/26/2020
14209,O2 TENT CANOPY PEDI ,30,3/26/2020
14217,VENT CIRCUIT CCV    ,37,3/26/2020
14225,VENT CIRCUIT MA1    ,21,3/26/2020
14233,ARTERIAL BLD. GAS KT,9,3/26/2020
14241,NEB-U-MIST          ,10,3/26/2020
14258,UREVAC SNYDER       ,79,3/26/2020
14266,ESOPHAGEAL STETH 18F,44,3/26/2020
14274,"GOWNS, STER 2PK SURG",69,3/26/2020
14308,SPUT. SPEC. COLLECT ,430,3/26/2020
14316,CYSTO SET #4689     ,21,3/26/2020
14324,ISOLATION PACK  P/U ,70,3/26/2020
14332,VASELINE TUBE 1 OZ. ,4,3/26/2020
14340,AQUA PAD MTR/MOD REN,7,3/26/2020
14365,"TAPE, DERM-LITE 1""  ",4,3/26/2020
14381,MANIFLOW FILTER     ,7,3/26/2020
14399,IMV MANIFOLD SET UP ,30,3/26/2020
14407,EOA ESO OBTUR AIRWAY,110,3/26/2020
14415,ALS DISPATCH/NON EME,800,3/26/2020
14423,MILEAGE-ONE WAY     ,13,3/26/2020
14431,AMB OXYGEN SET UP   ,20,3/26/2020
14449,PADDED BOARD SPLINTS,23,3/26/2020
14456,AMB OXYGEN PER HOUR ,14,3/26/2020
14464,SPINE BOARD PER USE ,44,3/26/2020
14480,C. P. R. AMB        ,136,3/26/2020
14506,AMB STANDBY-15 MIN. ,24,3/26/2020
14530,SUCTION SET-UP      ,12,3/26/2020
14563,FLOT. PAD SET-UP    ,12,3/26/2020
14571,GAYMAR 1ST DAY/SETUP,18,3/26/2020
14589,ORAL CARE KIT       ,4,3/26/2020
14605,SPEC TRAP - FLUID   ,9,3/26/2020
14654,ARMBOARD DISP.      ,13,3/26/2020
14662,PACKED CELLS        ,422,3/26/2020
14704,HEMOGLOBIN A1C      ,120,3/26/2020
14712,HDL                 ,88,3/26/2020
14720,HEMOGLOBIN A2       ,120,3/26/2020
14738,PHLEBOTOMY (THER)999,76,3/26/2020
14787,"PLATELETS, PHERESIS ",965,3/26/2020
14795,VACURETTE 8MM       ,20,3/26/2020
14837,STOMA BAG 2-2/2-3   ,6,3/26/2020
14845,"STOMA IRR. DRAIN 2"" ",4,3/26/2020
14852,"STOMA DRAIN 1 1/4,3""",4,3/26/2020
14860,"UROSTOMY BAG 1 1/4"" ",4,3/26/2020
14878,DERM CUTTING HEAD   ,77,3/26/2020
14902,CATH NELATON  08FR  ,21,3/26/2020
14910,CATH COUDE FLY      ,43,3/26/2020
14936,CATH COUDE FLY 20X30,41,3/26/2020
14944,CATH BIOCATH FLY    ,30,3/26/2020
14951,CATH BIOCATH FLY    ,25,3/26/2020
14969,BONE SCAN WHOLE BODY,2500,3/26/2020
14985,BRAIN SCAN COMP STAT,2700,3/26/2020
14993,LIVER/SPLEEN SCAN   ,1700,3/26/2020
15008,LUNG SCAN PERF      ,1600,3/26/2020
15032,THYROID UPTAKE & SCA,2500,3/26/2020
15065,IODOFORM GAUZE 1/2X5,17,3/26/2020
15073,LECTRIC SHAVE       ,4,3/26/2020
15107,ELECATH PACING KIT  ,298,3/26/2020
15115,"RAZOR, DISP PREP ASR",4,3/26/2020
15123,YANK.SUCT.TIP W/O CO,8,3/26/2020
15131,VENT TUBING-DISP    ,15,3/26/2020
15149,NASAL SPLINT-ALUM   ,9,3/26/2020
15156,PAD-EGGCRATE-       ,28,3/26/2020
15164,IV FILTER EXT 2C1229,23,3/26/2020
15172,IRRIG H2O W/HNG 1500,40,3/26/2020
15180,IV BLD ADM SET Y TYP,36,3/26/2020
15198,STAPLE EXTRACTORS   ,28,3/26/2020
15222,INTERLINK/CONT FLO 4,10,3/26/2020
15271,CANE QUAD LGE.ADULT ,68,3/26/2020
15289,"TRACTION,OVR.DR.CRVC",36,3/26/2020
15305,KNEE DRESS SHT/LGE  ,74,3/26/2020
15313,RAPE KIT            ,33,3/26/2020
15321,B CORE ANTIBODY     ,128,3/26/2020
15339,HBSAB               ,70,3/26/2020
15347,HEP A AB TOTAL      ,164,3/26/2020
15354,SURGIPAD            ,3,3/26/2020
15370,INTERMED VISIT 99283,191,3/26/2020
15446,BRIEF EXAM 99281    ,87,3/26/2020
15453,LIMITED EXAM 99282  ,128,3/26/2020
15461,EXTENDED EXAM 99284 ,307,3/26/2020
15487,BRIEF FOLLOWUP 99281,61,3/26/2020
15537,OB DEL COND #1 59409,634,3/26/2020
15545,FBR EYE-CONJ 65205  ,88,3/26/2020
15552,FBR EYE-CORN 65210  ,130,3/26/2020
15560,FBR EYE-CN EM 65220 ,118,3/26/2020
15578,FBR EAR 69200       ,67,3/26/2020
15586,FBR NOSE 30300      ,118,3/26/2020
15602,COMP SUBCUT 10121   ,121,3/26/2020
15610,I & D-CYST 10080    ,121,3/26/2020
15628,I&D ABSCESS COMP    ,185,3/26/2020
15644,I & D-PILONIDAL COMP,144,3/26/2020
15651,I & D-HEMATONA      ,88,3/26/2020
15669,I&D ABSCESS: SIMPLE ,121,3/26/2020
15677,SPINAL TAP 62270    ,319,3/26/2020
15735,ARTHROCENTESIS 20600,65,3/26/2020
15776,ENDOTRACH INTUB31500,193,3/26/2020
15784,GASTRIC LAVAGE 96150,149,3/26/2020
15800,CARDIOVERSION 92960 ,550,3/26/2020
15909,EXT HEMORRHOID ENUCL,1276,3/26/2020
15941,CARDIO-PULMON 92950 ,510,3/26/2020
15958,SMALL BURN 16020    ,91,3/26/2020
15966,INIT TREATMENT BURN ,92,3/26/2020
15974,MED BURN 16025      ,103,3/26/2020
15982,LG BURN 16030       ,123,3/26/2020
16006,LAC UP TO 2.5 CM    ,118,3/26/2020
16030,LAC 2.6CM TO 7.5CM  ,173,3/26/2020
16048,"2 1/2""INT LAC 12042 ",216,3/26/2020
16055,LAC 2.6CM TO 7.5CM  ,459,3/26/2020
16063,"LEVIN TUBE, 16F DISP",6,3/26/2020
16071,LAC 7.6CM TO 12.5CM ,194,3/26/2020
16089,LAC 7.6CM TO 12.5CM ,265,3/26/2020
16113,"1/2"" COMP LAC 13020 ",178,3/26/2020
16121,LAC 1.1CM TO 2.5CM  ,234,3/26/2020
16139,"1/2-1"" SIM LAC 12001",153,3/26/2020
16147,LAC UP TO 2.5CM     ,153,3/26/2020
16154,LAC 1.1CM TO 2.5CM  ,450,3/26/2020
16162,"1""-3"" COMP LAC 13200",209,3/26/2020
16170,"1-3"" SIMP  LAC 12002",173,3/26/2020
16188,CATH BIOCATH FLY    ,36,3/26/2020
16279,FOREARM CAST 29075  ,123,3/26/2020
16287,LG ARM CAST         ,144,3/26/2020
16352,INTERPHAL CLOSED TX ,198,3/26/2020
16378,PATELLA DISLOC 27560,352,3/26/2020
16394,ELBOW DISLOC 24600  ,178,3/26/2020
16436,HUMERUS FRACT 24505 ,671,3/26/2020
16444,RADIUS FRACT 25505  ,825,3/26/2020
16451,ULNA FRACT 25535    ,370,3/26/2020
16469,RADIUS-ULNA FR 25565,1210,3/26/2020
16477,CARPAL FRACT 25630  ,352,3/26/2020
16485,M/CARPAL FRACT 26605,370,3/26/2020
16493,PHALANX FRACT 26725 ,199,3/26/2020
16501,FIBULA FRACT 27788  ,374,3/26/2020
16519,TARSAL FRACT 28450  ,151,3/26/2020
16527,M/TAR FRACT 28470   ,151,3/26/2020
16535,TOE FRACT 28495     ,123,3/26/2020
16550,ANT PACK            ,151,3/26/2020
16568,POST PACK 30905     ,510,3/26/2020
16576,PACK COMBINED       ,299,3/26/2020
16592,HOSE ANTI EMB THI HI,48,3/26/2020
16600,LAP SPONGE 4X18 5/PK,12,3/26/2020
16618,LUMBAR PUNCT TRY INF,73,3/26/2020
16667,CYSTO SET 2C4002    ,14,3/26/2020
16675,DRESS.TRAUMA 30 X 10,13,3/26/2020
16683,KNEE IMOB.UNIV 22 IN,107,3/26/2020
16691,STOOL SPEC CUP      ,3,3/26/2020
16709,SPLINT HARE TRACT.  ,24,3/26/2020
16717,THERM. KIT-RECTAL   ,9,3/26/2020
16725,TUR SET 2C4007      ,30,3/26/2020
16733,VOL.VENT. SETUP     ,32,3/26/2020
16741,IRRIG GLYC 1.5 3000 ,44,3/26/2020
16758,IRRIG H2O N/HNG 1000,15,3/26/2020
16782,IV EXTEN SET 2C5628 ,9,3/26/2020
16790,ARM SUPPORT ADULT   ,6,3/26/2020
16808,ARM SUPPORT-CHILD   ,8,3/26/2020
16816,"HOLDER,LIMB-VELCRO  ",29,3/26/2020
16824,ODOR NEUTRALIZER    ,23,3/26/2020
16832,SHAVE KIT           ,14,3/26/2020
16840,SIGMOIDOSCOPY       ,400,3/26/2020
16857,COMB-PREP-PERI      ,3,3/26/2020
16865,IODOFORM GAUZE 2 X 5,29,3/26/2020
16873,NASO-TUBE HOLDER    ,17,3/26/2020
16881,LAC 2.6CM TO 7.5CM  ,216,3/26/2020
16907,ENDO TUBE HILO 6.5  ,31,3/26/2020
16915,RIB BELT UNIV. FEM  ,31,3/26/2020
16923,RIB BELT UNIV. MALE ,31,3/26/2020
16931,VASELINE GAUZE      ,8,3/26/2020
16949,VASELINE GAUZE 1X36 ,4,3/26/2020
16956,VASELINE GAUZE 3X9  ,4,3/26/2020
16964,CATH AP RUSCH ROBIN ,6,3/26/2020
16972,SYRING DISP 30CC    ,4,3/26/2020
16998,ADAPTIC DRESS. 3 X 8,9,3/26/2020
17004,ANES BREATH CIRCUIT ,20,3/26/2020
17012,CATHETER SUCTION 18F,4,3/26/2020
17020,GRADUATED MEASURE   ,4,3/26/2020
17038,FBR-SUBCUTAN TISSUE ,166,3/26/2020
17046,FBR-EXTREMITIES     ,2168,3/26/2020
17061,SNV (RN) - MEDICAID ,195,3/26/2020
17095,LUMBAR SPINE 2-3 VIE,350,3/26/2020
17103,MISTY NEB W/TUBE UPD,10,3/26/2020
17111,MOUTH PIECE UNI DISP,3,3/26/2020
17129,STERI STRIP 1/2     ,8,3/26/2020
17137,"TAPE, DERMACLEAR    ",6,3/26/2020
17145,TRACH T. ADAPTER    ,4,3/26/2020
17152,ULT SON AERO MOUTHPC,3,3/26/2020
17160,BONE SCAN-LIMITED   ,1600,3/26/2020
17210,NM BLOOD POOL BLEED ,1200,3/26/2020
17228,108 PSYCH ROOM PRVT ,825,3/26/2020
17236,110 PSYCH ROOM PRVT ,825,3/26/2020
17244,I C U ROOM AND BOARD,1683,3/26/2020
17343,102 PSYCH ROOM PRVT ,825,3/26/2020
17376,104 PSYCH ROOM PRVT ,825,3/26/2020
17392,106 PSYCH ROOM PRVT ,825,3/26/2020
17400,107 PSYCH ROOM PRVT ,825,3/26/2020
17418,109 PSYCH ROOM PRVT ,825,3/26/2020
17434,111 PSYCH ROOM PRVT ,825,3/26/2020
17483,116 PSYCH ROOM PRVT ,825,3/26/2020
17491,118-01 R&B LEVEL III,1077,3/26/2020
17517,120-01 R&B LEVEL III,1077,3/26/2020
17533,122-01 R&B LEVEL III,1077,3/26/2020
17546,INTMD RPR S/A/T/EXT ,950,3/26/2020
17590,125-01 R&B LEVEL III,1077,3/26/2020
17608,125-02 R&B LEVEL III,1020,3/26/2020
17616,126-01 R&B LEVEL III,1020,3/26/2020
17624,127-01 R&B LEVEL III,1020,3/26/2020
17632,128-01 R&B LEVEL III,1020,3/26/2020
17665,133-01 ROOM & BOARD ,340,3/26/2020
17673,134-01 ROOM & BOARD ,340,3/26/2020
17681,135-01 ROOM & BOARD ,340,3/26/2020
17699,136-01 ROOM & BOARD ,340,3/26/2020
17707,137-01 ROOM & BOARD ,340,3/26/2020
17715,138-01 ROOM & BOARD ,340,3/26/2020
17731,128-02 R&B LEVEL III,1020,3/26/2020
17798,MED/SURG ROOM/BOARD ,675,3/26/2020
18473,126-02 R&B LEVEL III,1020,3/26/2020
18590,OCCIPITAL NERVE BLOC,300,3/26/2020
18754,710-01 ROOM & BOARD ,656,3/26/2020
18770,712-01 ROOM & BOARD ,675,3/26/2020
18788,714-01 ROOM & BOARD ,675,3/26/2020
18960,U/S-OB-FETALAGE LTD ,1400,3/26/2020
18978,U/S OB  - (TVP)     ,1400,3/26/2020
18986,U/S-ABDOMINAL C     ,1200,3/26/2020
18994,U/S-RENAL           ,700,3/26/2020
19000,U/S-AORTA           ,700,3/26/2020
19018,U/S GALLBLADDER     ,700,3/26/2020
19026,127-02 R&B LEVEL III,1020,3/26/2020
19042,"BONE PLATE-EGGERS 6""",94,3/26/2020
19059,CATHETER SUCTION 14F,7,3/26/2020
19075,K-PAD 14 X 20       ,41,3/26/2020
19083,K-PAD 18 X 24       ,47,3/26/2020
19091,AERO MASK PEDI      ,6,3/26/2020
19109,MOUTH PIECE CARDBRD ,3,3/26/2020
19117,IV BURETROL SET 2C01,46,3/26/2020
19125,RAYON SQ. LGE       ,4,3/26/2020
19349,MICROSCOPE DRAPE SET,35,3/26/2020
19356,OPTH DRESS TRAY DISP,34,3/26/2020
19364,BLADES SUPER 30 DEGR,23,3/26/2020
19372,FOX EYE SHEILDS     ,6,3/26/2020
19380,WECK CELL MICRO SPON,3,3/26/2020
19398,STERI DRAPE 1060 47X,42,3/26/2020
19406,OPTH BURR 5081      ,15,3/26/2020
19414,VITRECTOR KIT 5095  ,284,3/26/2020
19422,I-STAT OPTH CAU 4100,29,3/26/2020
19430,BLADES BEAVER 57    ,30,3/26/2020
19448,BLADES BEAVER 59S   ,35,3/26/2020
19455,I & A PAK W/BSS     ,196,3/26/2020
19463,BLADES BEAVER 75L   ,13,3/26/2020
19471,BLADES BEAVER 75M   ,21,3/26/2020
19489,BLADES BEAVER 75S   ,10,3/26/2020
19497,BLADES BEAVER SPEAR ,20,3/26/2020
19505,GUIBOR INTUB ST 9035,145,3/26/2020
19513,PERIT DIAL TRA C4131,110,3/26/2020
19521,DBL EDGE RZRBLD STRL,3,3/26/2020
19547,HBO SLEEVE          ,18,3/26/2020
19554,HEAD/NECK PAK 9194  ,152,3/26/2020
19562,JAMSH. BONE MAR. NDL,86,3/26/2020
19570,GLUCOSE TOL-ADD     ,32,3/26/2020
19588,THORACIC CATH       ,31,3/26/2020
19596,THORACIC CATH 20FR  ,31,3/26/2020
19604,MALT INT/OCU IRR/ASP,116,3/26/2020
19612,HENAQUET A/V INTRODU,67,3/26/2020
19620,INP PERIT CATH 4711 ,66,3/26/2020
19638,"CULT,STOOL          ",125,3/26/2020
19646,"CULTURE, URINE      ",125,3/26/2020
19653,"CULT,N/PTH          ",125,3/26/2020
19661,"CULT,BLD            ",64,3/26/2020
19679,"ID, URINE           ",39,3/26/2020
19703,EZ PREP EYE #4481   ,36,3/26/2020
19711,"CONNECTOR, SIMS STRA",9,3/26/2020
19737,"GLOVES, STER EXAM PK",3,3/26/2020
19752,SWAN-GANZ CATH 7F 30,267,3/26/2020
19760,IV LOOP CONNECTOR   ,4,3/26/2020
19778,IV PRN ADAPTER      ,4,3/26/2020
19786,PRES. MONITOR KIT   ,68,3/26/2020
19794,POUCH-TELEMENTRY    ,21,3/26/2020
19836,TELEMETRY BED PER   ,52,3/26/2020
19844,BATTERY TRI 46X     ,22,3/26/2020
19851,BODY ALIGNER        ,68,3/26/2020
19869,CLEANERS BABY       ,14,3/26/2020
19877,"FATHERS APPAR, PAK  ",33,3/26/2020
19893,INTRACATH  19X12    ,14,3/26/2020
19901,"MASK, PERCENTO-PEDI ",12,3/26/2020
19935,REC RM EA ADDTL 15M ,65,3/26/2020
19943,CYSTOTOME           ,230,3/26/2020
19968,VENT-NITRO PUMP     ,42,3/26/2020
20024,CASSETTE COVER DISP ,17,3/26/2020
20032,"RESTRAINT, WRIST    ",15,3/26/2020
20040,NITRO PUMP SET  ABT ,44,3/26/2020
20065,ARGON LASER         ,1100,3/26/2020
20123,MULES SPH GLASS 18MM,17,3/26/2020
20131,MULES SPH GLASS 20MM,17,3/26/2020
20149,MULES SPH GLASS 16MM,17,3/26/2020
20198,ISOLATION GOWN      ,12,3/26/2020
20206,HEAT REFLECT. PATCH ,3,3/26/2020
20214,O B PADS NON/STERILE,9,3/26/2020
20222,SPLINT FINGER ALUM 1,4,3/26/2020
20230,SPLINT FINGER ALUM 2,4,3/26/2020
20248,SPLINT FINGER ALUM 3,4,3/26/2020
20255,STRESS SHIRT        ,20,3/26/2020
20263,VASELINE GAUZE 3X18 ,4,3/26/2020
20289,ABOCATH 22X1 1/4    ,11,3/26/2020
20321,DELEE SUCTION 8FR   ,13,3/26/2020
20339,ESO GASTRIC AIRWAY  ,138,3/26/2020
20347,"LEVIN TUBE, 18F DISP",7,3/26/2020
20354,SUSPENSORY SMALL    ,44,3/26/2020
20362,SUSPENSORY LGE      ,44,3/26/2020
20370,SUSPENSORY XLGE     ,48,3/26/2020
20388,SYR. IRRIG 7520     ,6,3/26/2020
20396,SYRING DISP 60CC    ,4,3/26/2020
20404,"TAPE, DERMI-FORM 2"" ",8,3/26/2020
20412,TOWELS STERILE 4'S  ,4,3/26/2020
20420,"BONE PLATE-EGGERS 5""",94,3/26/2020
20438,"BONE PLATE-EGGERS 4""",94,3/26/2020
20586,"SPLINT, PLASTER-4 IN",3,3/26/2020
20594,"SPLINT, PLASTER-5 IN",3,3/26/2020
20602,VENT ELBOW #1550    ,7,3/26/2020
20628,"LEVIN TUBE, 12F DISP",4,3/26/2020
20636,"LEVIN TUBE, 14F DISP",6,3/26/2020
20651,EYE PROTECTOR PREMI ,6,3/26/2020
20669,VIGILON DRESS 12X26 ,8,3/26/2020
20677,CONFORMER  SM       ,34,3/26/2020
20685,CONFORMER  MED      ,34,3/26/2020
20693,CONFORMER  LGE      ,34,3/26/2020
20826,CYTOLOGY FLDS 330   ,256,3/26/2020
20883,HANDPC V3001-125    ,496,3/26/2020
20891,HANDPC 3.MM         ,349,3/26/2020
20941,PLASTI BELL 1.1     ,11,3/26/2020
20958,ICE BAG UNIV LARGE  ,14,3/26/2020
20966,PURD ANES KIT       ,37,3/26/2020
20974,"TAPE, DERMI-FORM    ",6,3/26/2020
20982,ANASCOPE DISP       ,6,3/26/2020
21014,GLUCOSCAN PER USE   ,8,3/26/2020
21030,FETAL NON STRESS TES,340,3/26/2020
21048,FETAL MONITOR ELECT.,22,3/26/2020
21055,MAMMOGRAM-BILATERAL ,285,3/26/2020
21063,MAMMOGRAM-UNILATERAL,154,3/26/2020
21071,KENDRICK EXTR DEVICE,42,3/26/2020
21089,FETL MONIT ELECTRODE,22,3/26/2020
21121,NONSKID SLIPPER LDS.,14,3/26/2020
21139,NONSKID SLIPPER MEN ,14,3/26/2020
21147,PENS SKIN MARKING   ,9,3/26/2020
21154,CAST PADDING 3IN    ,6,3/26/2020
21162,CAST PADDING 4IN    ,8,3/26/2020
21170,CAST PADDING 6IN    ,10,3/26/2020
21188,PHARM OPTH TRAY-2226,99,3/26/2020
21196,BETADINE CLENS B662 ,9,3/26/2020
21204,PHARMACY PRE-OP CHG ,35,3/26/2020
21220,ADRENALIN 1AMP INJ  ,6,3/26/2020
21238,AMINOPHYLLIN 250MG  ,7,3/26/2020
21253,AMOXICILLIN 250MG   ,1,3/26/2020
21261,AMOXICILLIN 500MG   ,2,3/26/2020
21295,AMPICILLIN 250MG    ,1,3/26/2020
21303,AMPICILLIN 500MG    ,1,3/26/2020
21311,APRESOLINE 20MG INJ ,10,3/26/2020
21329,ATROPINE 1CC INJ    ,6,3/26/2020
21337,BENADRYL 25MG CAP   ,1,3/26/2020
21345,BENADRYL 50MG CAP   ,1,3/26/2020
21352,BENADRYL 50MG INJ   ,13.35,3/26/2020
21360,BENADRYL 25MG INJ   ,8,3/26/2020
21378,BSS 15 ML B100      ,39.15,3/26/2020
21386,CELESTONE SOLSUPAN  ,10,3/26/2020
21428,"C. R. BICILLIN 600, ",9,3/26/2020
21436,C. R. BICILLIN 1.2ML,11,3/26/2020
21444,DARVOCET-N 50MG TAB ,1,3/26/2020
21451,DARVOCET-N 100MG TB ,1,3/26/2020
21469,DECADRON 1CC INJ    ,10,3/26/2020
21477,DECADRON LONG ACTING,10,3/26/2020
21485,MEPERIDINE 25MG INJ ,6,3/26/2020
21493,MEPERIDINE 50MG INJ ,6,3/26/2020
21501,MEPERIDINE 75MG INJ ,6,3/26/2020
21519,MEPERIDINE 100MG INJ,20,3/26/2020
21535,DIAMOX 250MG TABS   ,1,3/26/2020
21568,EMPIRIN #3 TAB E131 ,1,3/26/2020
21576,EPINEPHRINE 1CC INJ ,6,3/26/2020
21584,ESERINE OINT E113   ,16,3/26/2020
21592,FIORINAL #3 CAP F067,1,3/26/2020
21600,GARAMYCIN OPTH OINT ,15,3/26/2020
21618,GARAMYCIN 1/2CC     ,15,3/26/2020
21626,HEALON SYRINGE H321 ,302,3/26/2020
21634,INNOVAR AMPS IM I033,14,3/26/2020
21642,IPECAC 30CC ORL I031,4,3/26/2020
21659,KEFLEX 250MG EA K146,2,3/26/2020
21667,REFLEX 500MG EA K147,2,3/26/2020
21675,"LACTATED RINGRS 1,CC",20,3/26/2020
21683,LASIX 20MG TABS     ,1,3/26/2020
21691,LASIX 40MG INJ      ,8,3/26/2020
21717,LORCET PLUS TAB L128,7,3/26/2020
